word,mean_ALL,sd_ALL,n_ALL,mean_M,sd_M,n_M,mean_F,sd_F,n_F
stick,1.769230769,0.958659658,39,1.785714286,1.050902281,14,1.708333333,0.907896119,24
stickler,2.363636364,1.245446251,33,2.125,1.310216267,16,2.588235294,1.175735064,17
stiff,2.785714286,1.166099635,28,2.714285714,1.069044968,14,2.857142857,1.292412345,14
stigma,2.133333333,1.04166092,30,1.9,1.100504935,10,2.315789474,1.002919714,19
stillness,1.891891892,1.074548582,37,1.954545455,1.174217986,22,1.8,0.941123948,15
stinger,2.651162791,1.212704984,43,2.235294118,1.30045241,17,2.923076923,1.092632671,26
stink,2.451612903,1.090526163,31,2.357142857,0.928782732,14,2.529411765,1.23073388,17
stinker,3.375,1.279011167,24,2.75,1.38873015,8,3.733333333,1.162919151,15
stint,2.62962963,1.181529262,27,2.9,1.449137675,10,2.470588235,1.007326105,17
stir,2.05,1.190974833,20,1.777777778,0.833333333,9,2.272727273,1.420627262,11
stitch,2.56097561,1.265874806,41,2.533333333,1.302013093,15,2.576923077,1.270372447,26
stock,2.148148148,0.948833442,27,1.9,0.994428926,10,2.294117647,0.919558718,17
stockade,2.4,1.037237711,30,2.692307692,1.031553471,13,2.176470588,1.014599312,17
stocking,2.5625,1.268412775,32,2.285714286,1.266647388,14,2.777777778,1.262842525,18
stockings,2.342857143,1.10992467,35,2.692307692,1.315587029,13,2.136363636,0.940893929,22
stockpile,1.903225806,1.044185128,31,1.444444444,0.881917104,9,2.090909091,1.064987856,22
stockroom,2.027777778,1.027788503,36,2.0625,1.062622542,16,2,1.025978352,20
stomach,2.545454545,1.223860898,22,2.7,1.33749351,10,2.416666667,1.164500153,12
stomp,2.421052632,1.15387898,38,2.4375,1.030776406,16,2.409090909,1.259595207,22
stone,2.085714286,1.147155781,35,2.058823529,1.248528546,17,2.111111111,1.078609611,18
stooge,3.818181818,1.102682679,33,3.625,1.454876856,16,4,0.612372436,17
stool,2.774193548,1.230438334,31,3,1.253566341,15,2.666666667,1.175139303,15
stoop,2.676470588,1.120621803,34,2.8,1.151657844,20,2.5,1.091928428,14
stopper,2.379310345,1.049278429,29,2.222222222,1.201850425,9,2.45,0.998683344,20
store,2.068965517,1.131719125,29,2.214285714,1.251372872,14,1.933333333,1.032795559,15
storeroom,2.083333333,1.024695077,36,1.857142857,0.949262293,14,2.227272727,1.066003582,22
storm,1.766666667,1.072648457,30,1.923076923,0.954073587,13,1.647058824,1.169464432,17
story,2.125,1.12880182,32,2.071428571,0.916874768,14,2.117647059,1.317305628,17
stout,2.885714286,1.30093696,35,2.777777778,1.6414763,9,2.923076923,1.197433152,26
stove,2.375,1.157026222,32,2.692307692,1.377474463,13,2.157894737,0.958190302,19
strain,2.125,1.157026222,32,2.363636364,1.026910636,11,2,1.224744871,21
strand,2.03030303,0.809507894,33,2,0.774596669,11,2.047619048,0.864649668,21
straw,2.305555556,1.260826134,36,2.4375,1.459166429,16,2.2,1.105012503,20
stray,2.324324324,1.203099101,37,2.3125,1.400892573,16,2.333333333,1.064581295,21
stream,2.181818182,0.957992128,22,2.307692308,0.947330933,13,2,1,9
streamline,1.964285714,1.261455446,28,2.4,1.45405836,15,1.461538462,0.776250026,13
street,1.886363636,0.9696777,44,1.894736842,0.936585812,19,1.88,1.01324561,25
streetcar,2.272727273,0.984731928,22,2.111111111,1.166666667,9,2.416666667,0.900336637,12
strength,2.258064516,0.998924152,31,2.1,0.994428926,10,2.333333333,1.016530045,21
stretch,2.1875,1.119835817,32,2.071428571,0.997248963,14,2.277777778,1.227410261,18
stretcher,1.956521739,1.106931092,23,1.5,0.755928946,8,2.2,1.207121724,15
stride,2.4375,1.014014697,32,2.615384615,0.869718493,13,2.315789474,1.108183277,19
strife,2,1.095445115,31,2,1.069044968,8,2,1.12815215,23
strike,2.071428571,1.197413007,42,2.105263158,1.286456669,19,2.043478261,1.147260011,23
striker,2.029411765,1.086704613,34,1.75,0.866025404,12,2.181818182,1.180652105,22
string,2.066666667,1.172481404,30,2.416666667,1.164500153,12,1.833333333,1.150447483,18
strings,2.5,1.292567873,42,2.52173913,1.23838477,23,2.473684211,1.389181256,19
stripper,3.434782609,1.375965346,23,3.2,1.549193338,10,3.615384615,1.260850344,13
striptease,3.571428571,1.170362294,35,4.090909091,0.70064905,11,3.333333333,1.274044115,24
stroke,2.121212121,1.192622524,33,2.666666667,1.414213562,9,1.916666667,1.059805834,24
stroll,2.24137931,0.987607948,29,2.111111111,0.927960727,9,2.3,1.031095483,20
stronghold,2,1.023532631,43,2.047619048,1.07126983,21,1.954545455,0.998917163,22
structure,2.206896552,1.081642611,29,1.818181818,0.981649817,11,2.444444444,1.096637761,18
strudel,3.384615385,1.358732441,26,3.466666667,1.407463101,15,3.272727273,1.348399725,11
struggle,2,1.072380529,41,2.3125,1.138346754,16,1.8,1,25
stub,2.735294118,1.238494284,34,2.866666667,1.35576371,15,2.631578947,1.164785451,19
stud,3.606060606,1.116338713,33,3.928571429,0.615727926,14,3.368421053,1.342076596,19
stuff,2.371428571,1.238730714,35,1.785714286,1.050902281,14,2.761904762,1.220850601,21
stumble,2.407407407,1.217161239,27,1.875,1.125991626,8,2.631578947,1.211542924,19
stump,2.891304348,1.215241373,46,2.9375,1.436140662,16,2.866666667,1.105888107,30
stunner,2.488372093,1.35175535,43,2.470588235,1.419403354,17,2.48,1.357694124,25
stunt,2.56,1.193035345,25,2.9,1.100504935,10,2.333333333,1.2344268,15
stupid,2.366666667,1.425949976,30,2.769230769,1.58922655,13,2.058823529,1.248528546,17
stutter,2.32,1.069267662,25,3.142857143,0.899735411,7,2,0.9701425,18
style,2.269230769,1.282425586,26,2.181818182,1.401298099,11,2.333333333,1.2344268,15
stylist,2.583333333,0.928611243,24,2.272727273,1.103712743,11,2.846153846,0.688737232,13
sub,2.151515152,0.87038828,33,2.25,0.856348839,16,2.058823529,0.899346168,17
subject,1.794117647,0.91384674,34,1.933333333,0.961150105,15,1.684210526,0.885226373,19
sublime,2.382352941,1.181029491,34,2.153846154,1.463224399,13,2.523809524,0.980767435,21
substance,2.384615385,1.289948686,39,2.25,1.290994449,16,2.47826087,1.309738531,23
suburb,2.485714286,0.853071563,35,2.357142857,0.928782732,14,2.571428571,0.810643483,21
success,2.114285714,0.963187984,35,2.3,1.159501809,10,2.04,0.888819442,25
sucker,3.365853659,1.199085017,41,3.227272727,0.869143979,22,3.526315789,1.504379571,19
suds,2.717948718,1.375513645,39,2.611111111,1.460817212,18,2.80952381,1.327367606,21
suede,2.405405405,1.279311001,37,2.75,1.055289706,12,2.291666667,1.36665783,24
sugar,2.565217391,1.236787884,23,2.75,1.288057029,12,2.363636364,1.206045378,11
suit,2.161290323,0.96942506,31,2.076923077,1.037749043,13,2.222222222,0.942809042,18
suitcase,2.2,1.06350105,30,2.153846154,1.214231845,13,2.235294118,0.9701425,17
suite,2.59375,1.187553055,32,2.428571429,1.342459609,14,2.722222222,1.074055292,18
sulk,2.366666667,1.272611579,30,2.5,1.433720878,10,2.3,1.218281793,20
sultan,2.294117647,1.05971442,34,2.117647059,1.053704948,17,2.470588235,1.067570083,17
sum,2.3,1.118804781,30,2.454545455,1.368476259,11,2.210526316,0.976328005,19
summer,2.344827586,1.009804156,29,2.428571429,0.975900073,7,2.318181818,1.041352767,22
summit,2.590909091,1.167748416,44,2.80952381,1.209092537,21,2.391304348,1.117591991,23
sundae,3.03030303,1.131504764,33,2.666666667,1.290994449,15,3.333333333,0.907485213,18
sundown,2.181818182,1.097024705,22,2.5,1.378404875,6,2.0625,0.997914492,16
sunlight,2.6,0.913944264,35,2.875,0.957427108,16,2.368421053,0.830697586,19
sunroof,2.35483871,0.98483119,31,2.153846154,0.987096234,13,2.5,0.985184366,18
sunshine,2.064516129,1.152836614,31,2.083333333,1.240112409,12,2.052631579,1.129094239,19
sup,3.034482759,1.475581208,29,3.181818182,1.60113596,11,2.944444444,1.433720878,18
supper,2.321428571,1.123933945,28,2.9,1.197219,10,2,0.9701425,18
supply,2.257142857,1.146423008,35,2.2,1.281446551,20,2.333333333,0.975900073,15
surf,2.676470588,1.065167172,34,2.75,1.281739889,8,2.653846154,1.017538508,26
surface,2.392857143,1.030615987,28,2.2,1.082325539,15,2.615384615,0.960768923,13
surfer,2.222222222,1.219499687,27,2.384615385,1.043907845,13,2.071428571,1.384768001,14
surge,2.228571429,1.214755223,35,2.125,1.258305739,16,2.315789474,1.204280863,19
surgeon,2.153846154,1.046606237,26,2.5,1,12,1.857142857,1.027105182,14
surname,2.488372093,1.182654259,43,2.578947368,1.261207071,19,2.416666667,1.138903617,24
surplus,2.172413793,1.255529641,29,2,1.118033989,9,2.25,1.332784975,20
surprise,2.777777778,1.416456567,36,2.947368421,1.508261848,19,2.588235294,1.325651893,17
surround,1.942857143,0.998317913,35,2.2,1.014185106,15,1.75,0.966545667,20
survey,2.25,1.105182596,36,2.285714286,1.437335753,14,2.227272727,0.869143979,22
suspect,1.90625,1.088336256,32,1.333333333,0.707106781,9,2.130434783,1.140348744,23
suspense,2.333333333,1.124441113,30,2.055555556,0.872604096,18,2.75,1.356801051,12
suture,2.258064516,1.094463093,31,2.909090909,1.136181804,11,1.9,0.911909506,20
swab,2.658536585,1.109273548,41,2.541666667,1.062366786,24,2.8125,1.223042654,16
swag,3.108108108,1.307750056,37,3.352941176,1.366618842,17,2.9,1.252366182,20
swallow,2.740740741,1.163304067,27,2.857142857,1.069044968,7,2.7,1.218281793,20
swami,3.486486486,1.282827208,37,3.588235294,1.227743027,17,3.4,1.353358396,20
swank,3.361111111,1.355470984,36,3.25,1.570562532,16,3.45,1.190974833,20
swap,2.703703704,1.295400586,27,2.333333333,1.447493729,15,3.166666667,0.937436867,12
swarm,2.432432432,1.093936331,37,2.6,1.264911064,10,2.37037037,1.04322533,27
swat,2.638888889,1.198875134,36,2.705882353,1.212678125,17,2.578947368,1.216360211,19
sway,2.083333333,1.07902072,36,2.230769231,1.300887271,13,2,0.953462589,23
sweat,2.225806452,1.086574968,31,1.5625,0.81394103,16,2.933333333,0.883715102,15
sweater,2.09375,1.058281474,32,2.2,1.316561177,10,2.045454545,0.950051263,22
sweatshirt,2.205128205,1.128097774,39,2.133333333,1.187233679,15,2.304347826,1.105144277,23
sweatshop,2.088235294,1.137984584,34,2,0.912870929,13,2.142857143,1.276154939,21
sweep,2.333333333,1.050793351,33,2.294117647,1.212678125,17,2.375,0.885061203,16
sweet,2.6875,1.119835817,32,3,1.08012345,13,2.473684211,1.123902974,19
sweetheart,2.911764706,1.21524775,34,3,1.206045378,12,2.863636364,1.245772071,22
sweetie,2.944444444,1.169723885,36,3.055555556,1.211329956,18,2.833333333,1.150447483,18
sweetness,2.114285714,1.078436465,35,1.9375,1.062622542,16,2.263157895,1.097578408,19
swell,2.607142857,1.314852075,28,2.272727273,1.420627262,11,2.823529412,1.236693885,17
swerve,2.576923077,1.172111835,26,2.9,1.523883927,10,2.375,0.885061203,16
swift,2.135135135,1.031777381,37,1.928571429,0.916874768,14,2.260869565,1.096166515,23
swill,2.814814815,1.241495284,27,2.909090909,1.221027883,11,2.866666667,1.245945806,15
swim,2.291666667,0.954584666,24,1.8,0.918936583,10,2.642857143,0.841897386,14
swimmer,2.088235294,1.190050853,34,2.227272727,1.30682524,22,1.833333333,0.937436867,12
swimming,2.5,0.992395327,34,2.583333333,1.164500153,12,2.454545455,0.911684612,22
swimsuit,2.464285714,1.170063083,28,2.444444444,1.130388331,9,2.473684211,1.218761715,19
swindle,2.666666667,1.330124344,27,2.181818182,1.167748416,11,3,1.366260102,16
swindler,2.5,1.306482511,30,2.642857143,1.392681026,14,2.375,1.258305739,16
swine,2.875,1.075922254,24,3.5,0.707106781,10,2.428571429,1.089409559,14
swing,2.625,1.039540842,32,2.25,0.965307299,12,2.85,1.039989878,20
swipe,2.64516129,1.112006807,31,2.5,1.178511302,10,2.714285714,1.10194633,21
swirl,3.193548387,1.249516035,31,3.125,1.360147051,16,3.266666667,1.162919151,15
swish,3.172413793,1.255529641,29,2.727272727,1.103712743,11,3.444444444,1.293523334,18
switchblade,2.261904762,1.10562914,42,2.666666667,1.084652289,18,1.958333333,1.041702898,24
switchboard,1.846153846,0.924870053,26,1.571428571,0.975900073,7,1.947368421,0.911267994,19
swivel,2.566666667,1.13512367,30,2.5,1.160238702,14,2.625,1.147460965,16
swoop,2.675,1.308502765,40,2.375,1.454876856,16,2.875,1.19099885,24
sword,2.275862069,1.221724534,29,2.266666667,1.334523279,15,2.285714286,1.138728807,14
swordfish,2.472222222,1.133543398,36,2.3125,1.01447852,16,2.6,1.231174023,20
swordsman,2.225806452,1.203042737,31,1.909090909,1.300349603,11,2.4,1.142481141,20
symbol,2.566666667,1.278019301,30,2.888888889,1.269295518,9,2.428571429,1.287300609,21
symptom,2.081081081,1.010455848,37,2.4,1.055597326,15,1.863636364,0.940893929,22
sync,2.121212121,1.218543592,33,2.3,1.251665557,10,2.043478261,1.223937791,23
syndrome,2.075,1.141018438,40,1.888888889,1.182663439,18,2.227272727,1.109775532,22
syringe,2.117647059,1.037616905,34,2.25,1.055289706,12,2.045454545,1.045501599,22
syrup,2.694444444,1.327068616,36,2.461538462,1.506396618,13,2.826086957,1.230379613,23
system,2.037037037,1.192330668,27,2.1,1.197219,10,2,1.224744871,17
tab,2.032258065,1.139703791,31,2.181818182,1.167748416,11,1.95,1.145931017,20
table,2.419354839,1.057487385,31,2.857142857,0.949262293,14,2.058823529,1.028991511,17
tablet,2.193548387,1.013882138,31,1.857142857,1.099450412,14,2.470588235,0.874474632,17
taboo,2.930232558,1.261053015,43,3.1,1.252366182,20,2.782608696,1.277658431,23
tackle,1.892857143,0.994029797,28,1.875,1.024695077,16,1.916666667,0.99620492,12
tactic,2.388888889,1.177837674,36,2,1.211060142,16,2.7,1.080935268,20
tadpole,2.633333333,0.999425122,30,2.8125,0.981070844,16,2.384615385,1.043907845,13
taffy,3.052631579,1.223550581,19,2.714285714,1.112697281,7,3.25,1.288057029,12
tag,2.181818182,1.014105069,33,2.181818182,0.981649817,11,2.142857143,1.062342425,21
tail,2.189189189,1.049810508,37,2.058823529,1.144038255,17,2.3,0.97872097,20
tailor,2.388888889,1.049565292,36,2.6,1.121223821,15,2.238095238,0.995226703,21
taint,2.878787879,1.596041505,33,3.090909091,1.700267359,11,2.772727273,1.571526955,22
take,2,1.100239208,39,1.857142857,1.014185106,21,2.166666667,1.200490096,18
taker,1.789473684,1.08417646,19,2,1.322875656,9,1.6,0.843274043,10
talcum,2.794117647,1.225472371,34,2.647058824,1.169464432,17,2.941176471,1.29762226,17
tale,1.958333333,1.334465099,24,2.444444444,1.666666667,9,1.666666667,1.046536237,15
talent,2.25,1.191366794,32,2.333333333,1.435481125,12,2.2,1.056309365,20
talker,2.416666667,1.180193689,36,1.75,0.965307299,12,2.75,1.15155849,24
tally,2.56097561,1.141244507,41,2.736842105,1.284181766,19,2.380952381,1.023532631,21
talon,2.481481481,1.282136749,27,2.3125,1.25,16,2.727272727,1.348399725,11
tamer,2.620689655,1.17758206,29,2.933333333,1.222799287,15,2.285714286,1.069044968,14
tampon,2.657142857,1.370763144,35,2.705882353,1.263165957,17,2.611111111,1.500544563,18
tan,1.888888889,0.933699562,27,1.857142857,1.069044968,7,1.9,0.911909506,20
tang,3.172413793,1.364576478,29,3.363636364,1.361816968,11,3.055555556,1.392087819,18
tangle,2.451612903,1.120675679,31,2.545454545,1.035725481,11,2.4,1.187655807,20
tango,2.933333333,1.25762045,30,2.5,1.243163121,12,3.222222222,1.215369978,18
tank,2.114285714,1.022437358,35,2.076923077,0.954073587,13,2.136363636,1.082125534,22
tanker,2.40625,1.160071605,32,1.916666667,1.083624669,12,2.7,1.128576187,20
tantrum,2.531914894,1.36495045,47,2.761904762,1.445847914,21,2.346153846,1.294366492,26
tap,2.378378378,1.138989595,37,2.375,1.087811258,16,2.380952381,1.203170415,21
tape,2.379310345,1.01467071,29,2.277777778,1.017815166,18,2.545454545,1.035725481,11
tapeworm,2.379310345,1.399331297,29,2.230769231,1.091928428,13,2.5,1.632993162,16
taps,1.918918919,0.982581022,37,2.307692308,1.109400392,13,1.708333333,0.85867272,24
tar,2.382352941,1.181029491,34,2.285714286,1.266647388,14,2.526315789,1.123902974,19
target,1.96875,1.121185289,32,2.1,1.286683938,10,1.909090909,1.064987856,22
tarmac,2.4,1.127738831,40,2.785714286,1.121713759,14,2.192307692,1.096147098,26
tart,3.068181818,1.30112165,44,3.461538462,1.330124344,13,2.903225806,1.274227575,31
tartar,2.666666667,1.31497782,33,3,1.369306394,17,2.3125,1.195477589,16
tassel,3.052631579,1.293379575,38,3.235294118,1.251469724,17,3,1.297771369,20
taste,2.305555556,1.11661336,36,2,1.12815215,12,2.458333333,1.102533315,24
tattoo,2.444444444,1.120897077,27,2.588235294,1.121317502,17,2.2,1.135292424,10
taunt,2.4,1.38443731,25,2.666666667,1.370688834,12,2.153846154,1.405118847,13
tavern,2.5,1.212310591,34,2.5625,1.31497782,16,2.444444444,1.1490263,18
tax,1.448275862,0.631676166,29,1.3,0.483045892,10,1.526315789,0.696692268,19
taxi,2.1,1.213430588,30,1.928571429,0.997248963,14,2.25,1.390443574,16
tea,2.128205128,1.055798206,39,2.0625,1.289379696,16,2.173913043,0.886882892,23
teacher,2.357142857,1.185716385,42,2.166666667,1.403458931,12,2.433333333,1.104327954,30
teal,2.114285714,1.078436465,35,2,1.154700538,19,2.25,1,16
team,2.135135135,0.917792102,37,2.294117647,0.771743633,17,2,1.025978352,20
teamwork,2.1,0.88473647,30,2.083333333,0.900336637,12,2.111111111,0.90025414,18
teapot,2.72972973,1.426897346,37,3,1.527525232,13,2.583333333,1.380506103,24
tear,1.833333333,0.974861329,48,1.9,0.852241626,20,1.785714286,1.066567456,28
tease,3.185185185,1.177906782,27,3.444444444,1.236033081,9,3.055555556,1.161754364,18
teaspoon,2.444444444,1.423250163,27,2.266666667,1.624221425,15,2.666666667,1.154700538,12
teatime,2.885714286,1.278128884,35,3.153846154,1.344504484,13,2.727272727,1.241420775,22
tech,1.966666667,0.999425122,30,1.846153846,0.987096234,13,2.058823529,1.028991511,17
technique,2.6,1,25,2.25,0.88640526,8,2.764705882,1.032558217,17
tee,2.566666667,1.304721752,30,2.583333333,1.311372171,12,2.555555556,1.338226316,18
teens,2.4,1.037237711,30,2.5,0.904534034,12,2.333333333,1.137592918,18
teller,2.038461538,0.999230473,26,2.076923077,1.037749043,13,2,1,13
temp,2.117647059,1.174597439,34,1.857142857,1.350620533,14,2.3,1.031095483,20
tempest,2.076923077,1.163548948,26,2.25,1.484771179,12,1.928571429,0.82874193,14
template,1.764705882,0.923065497,34,1.75,0.965307299,12,1.772727273,0.922306538,22
temple,2.206896552,1.235756285,29,2.066666667,1.279880947,15,2.357142857,1.215739272,14
tempo,2.363636364,1.245446251,33,2.5,1.381698559,12,2.285714286,1.189237451,21
temptress,2.444444444,1.20580606,36,2.388888889,1.195033295,18,2.5,1.248528546,18
ten,2.137931034,1.092969021,29,2.25,1.488047618,8,2.095238095,0.94365046,21
tender,2.40625,1.187553055,32,2.153846154,1.068188018,13,2.578947368,1.261207071,19
tennis,2.217391304,1.166054799,23,2.111111111,1.054092553,9,2.285714286,1.266647388,14
tense,1.793103448,0.977581211,29,2,1.037749043,14,1.6,0.91025899,15
tension,2.25,1.238278375,16,2.6,1.140175425,5,2.090909091,1.300349603,11
tent,2.25,1.236033081,28,2.5,1.58113883,10,2.111111111,1.022619985,18
tenure,2.363636364,0.962359789,33,1.769230769,1.012739367,13,2.75,0.716350399,20
tepee,2.673913043,1.399275175,46,2.666666667,1.316561177,21,2.68,1.492201952,25
termite,1.931034483,1.131719125,29,2,1.032795559,16,1.846153846,1.28102523,13
terrace,2.269230769,1.313246125,26,1.9,1.286683938,10,2.5,1.316561177,16
terrain,2.205882353,1.249955436,34,2.125,1.258305739,16,2.277777778,1.274434387,18
terrier,2.484848485,1.175829817,33,2.5,1.211060142,16,2.470588235,1.178857872,17
terror,1.444444444,0.808683037,36,1.5625,0.963932916,16,1.35,0.670820393,20
test,1.64516129,1.018115485,31,1.533333333,1.125462868,15,1.75,0.930949336,16
tether,2.40625,1.073414059,32,2.384615385,1.043907845,13,2.421052632,1.121298329,19
textbook,2.238095238,1.220850601,21,2.714285714,1.496026483,7,2,1.037749043,14
textile,2,1.015038438,34,1.9,0.994428926,10,2.041666667,1.041702898,24
texture,2.209302326,1.059158236,43,2.4,1.183215957,15,2.148148148,0.988538303,27
thanks,2.425,1.034965626,40,2.75,0.930949336,16,2.208333333,1.062366786,24
thatch,2.620689655,1.17758206,29,2.615384615,1.260850344,13,2.625,1.147460965,16
